RuijieAP1,RuijieAP2,RuijieAP3
7.813707376518093,12.05260936870842,3.141058489074899
8.961505019466045,1.5141893253043521,3.3598182862837818
10.277908852238314,51.48867450137492,8.061813527211948
10.277908852238314,1.5141893253043521,2.745342233838714
5.179474679231212,7.959777002314982,5.382625345418281
15.505157798326245,1.2305240043592616,2.5665913434124894
23.390936989934573,34.00411932703706,3.8441057074054954
15.505157798326245,3.4716868189265604,3.8441057074054954
20.39500469005057,1.86324631193156,4.398198780581128
6.812920690579611,6.468607661546324,3.5938136638046267
13.519243207440338,77.96360130405229,3.3598182862837818
23.390936989934573,1.2305240043592616,3.141058489074899
40.47089950759759,12.05260936870842,2.3994790313880148
26.826957952797258,2.8213076759394715,2.9365422743449376
13.519243207440338,3.4716868189265604,3.8441057074054954
13.519243207440338,0.35444556739704347,2.745342233838714
70.02257787530576,0.8126619200091946,3.5938136638046267
8.961505019466045,0.43615377892080054,3.5938136638046267
13.519243207440338,1.5141893253043521,4.704512425064601
61.054022965853264,1.86324631193156,2.5665913434124894
121.15276586285876,77.96360130405229,3.141058489074899
26.826957952797258,4.271993966306778,2.3994790313880148
26.826957952797258,22.456979955397728,2.5665913434124894
35.28735020846751,6.468607661546324,8.62328052901494
30.767714577267352,6.468607661546324,3.8441057074054954
70.02257787530576,9.79469667069539,4.704512425064601
6.812920690579611,4.271993966306778,3.5938136638046267
13.519243207440338,9.79469667069539,2.745342233838714
3.9376589235643866,7.959777002314982,6.587391124079926
8.961505019466045,95.93608287093137,2.3994790313880148
17.78279410038923,34.00411932703706,2.9365422743449376
15.505157798326245,3.4716868189265604,3.8441057074054954
8.961505019466045,27.633852900531686,5.382625345418281
7.813707376518093,2.8213076759394715,3.5938136638046267
7.813707376518093,1.86324631193156,5.032159359259993
7.813707376518093,2.8213076759394715,4.111829402435831
6.812920690579611,5.256791122018421,3.5938136638046267
1.7301957388458942,4.271993966306778,3.3598182862837818
17.78279410038923,1.86324631193156,4.704512425064601
3.9376589235643866,2.8213076759394715,4.111829402435831
15.505157798326245,2.8213076759394715,6.587391124079926
3.9376589235643866,6.468607661546324,8.62328052901494
4.516082892291789,2.2927693128656492,4.111829402435831
1.7301957388458942,27.633852900531686,6.587391124079926
10.277908852238314,620.5728806776494,6.587391124079926
8.961505019466045,178.75255259042336,4.111829402435831
3.9376589235643866,27.633852900531686,4.111829402435831
1.5085907086001784,12.05260936870842,10.553385749880754
11.787686347935873,51.48867450137492,7.046171612075148
3.4333200182819943,12.05260936870842,12.915496650148834
15.505157798326245,7.959777002314982,6.1584821106602625
