RuijieAP1,RuijieAP2,RuijieAP3
10.582545975673698,3.2245905452963948,7.487156997267586
1.9359103686796695,4.763938010401342,1.2861440635094605
3.103153641797168,2.1826447283974875,2.1274964910401346
1.3272441495835603,2.1826447283974875,1.8759620292506038
3.103153641797168,2.8312446658246766,2.4127574272898253
1.6029428283467393,2.485880376177771,2.7362669820884777
3.7477489555614536,3.2245905452963948,2.7362669820884777
2.127496491040135,3.2245905452963948,2.4127574272898253
3.7477489555614536,3.2245905452963948,3.1031536417971677
2.127496491040135,2.8312446658246766,1.2861440635094605
4.974177875376837,10.3979841848149,3.5192335351900432
1.7615770326037883,3.2245905452963948,1.4585940117250362
4.526241319388087,4.763938010401342,3.1031536417971677
2.127496491040135,2.485880376177771,1.4585940117250362
7.255306062279819,3.2245905452963948,2.1274964910401346
1.9359103686796695,2.8312446658246766,1.8759620292506038
4.526241319388087,3.2245905452963948,1.6541665521006275
1.9359103686796695,2.8312446658246766,1.6541665521006275
4.11864251633421,2.8312446658246766,8.491056850397205
2.127496491040135,4.763938010401342,5.821398402942216
3.4102552426456376,3.2245905452963948,5.133132960290127
