error
1.8470314821157041
1.7954054730720013
1.6170979734117745
1.4800919064635667
1.2541430101681401
0.7549379922996972
0.3131393542787204
0.16515355118955233
0.7757405160673032
1.2805295503126108
1.528019401413917
1.725879535817482
1.9183349398104943
2.061418247808535
2.3906202951527025
2.4473475255555077
2.6141584035430427
2.9616160145682393
3.334425669435896
3.66214786292283
4.155812315072489
4.489950696836482
4.335143776618615
4.074801692493342
3.91768051663602
3.7402094431539132
3.4383511491000993
3.1592392113403855
2.994721413943322
2.743660992206535
2.752917684256801
2.716541019101631
2.602578688300041
2.6132768448250454
2.6529839234347277
2.669885540776979
2.579447787673207
2.647193660051138
2.5567910830015985
2.538402704662979
3.2464675334104376
3.899554967073245
