3.2
8.29
12.09
15.57
18.36
20.43
21.89
17.68
15.41
14.12
14.05
13.3
12.84
11.92
11.97
12
12.02
12.03
12.04
12.05
13.36
12.23
12.17
11.52
11.12
10.87
10.72
11.77
10.71
11.76
9.66
11.01
11.37
12.23
10.97
11.35
11.02
12.61
12.41
12.93
13.98
11.96
13.3
14.23
12.74
13.85
13.87
13.89
13.9
13.91
13.92
11.32
9.92
11.8
11.29
12.17
12.13
12.1
11.48
12.3
13.54
14.4
14.23
14.86
15.29
14.78
13.74
14.54
14.31
14.92
13.13
12.1
10.9
12.53
13.01
12.02
13.34
13.55
12.34
12.89
12.58
12.39
13.6
13.03
13.34
14.26
14.89
12.45
12.31
12.22
12.8
11.3
12.18
13.45
14.34
13.48
13.64
13.05
12.05
11.44
