x,y
2.7759779198016,2.3355685742327674
2.6688122091924993,2.295810718784244
2.50556252430617,2.0198065997711407
2.332577366730988,1.8751551323984337
2.147706422700801,1.542963241246239
1.854433723937125,1.6129561161102628
1.6975117790572924,1.4258987780363939
1.5173535779700607,1.3854128971929491
1.3206152919614387,1.3269442751313476
1.0244296315347303,1.5630994712398865
0.9741254617270357,1.59979581628075
0.8146484485267124,1.9005869562824562
0.8341702986677605,1.7202579994651157
0.8012336395321227,1.7472456246705603
0.8589753284254685,1.462665783915366
0.9525794386277059,1.317430920722103
1.0475805763534356,0.9878846597950398
1.0594722098612468,0.9495757936885715
1.0740775206027557,0.8570322307886602
1.0545078695805128,0.9141881755158628
