error
302.43123874487134
165.4620617714909
86.86035107488453
101.7851225830018
76.51372877035324
68.0606957588429
53.588641836476164
46.573609629119105
41.86972011050397
37.78193351704882
37.02855786930467
34.7098036418118
31.40870740002874
28.36372251399619
29.721689059764298
28.88043014923865
31.05744361118823
30.30915301102643
31.813484581353933
30.780031632082004
36.33176052520525
34.14995326324857
37.10612234933074
35.6556189930914
43.70566559205515
41.994096314625565
40.70640431100397
40.13063948875409
38.84528437780836
38.52515045620234
45.218112179786374
45.00169646366933
44.538554180176
46.77504882150002
45.78940652390826
44.71633289035765
44.4043601003839
