x,y
-4.677373208776833,6.251842523975026
0.07226349036660648,25.24643082880145
-2.77209924460721,17.015498787635572
-1.230914211477528,11.49389663220765
-2.088662427528477,12.277761578872804
-0.7193524597636236,10.369386495235576
-0.22003428505761044,8.847670715764128
0.4907950492623821,7.862683024706726
0.41889436073970193,7.673087346781188
0.8889227438180567,6.71570390455202
1.0910747235206748,6.478502925539962
1.2508989886695954,6.607223036402719
1.6158313242112945,6.015040506522658
1.9100806211436983,6.023229427105136
2.060966013850927,5.655434100859007
2.0404225089217385,5.814566260980425
1.9877498928450428,5.659716913395985
2.0238825566343253,5.8822836674175285
1.917785732233396,6.2841825477110875
1.759552680479797,6.536037595501887
1.8958082281660604,6.904531044109669
2.144488751761791,8.484542946100788
1.9592270654648034,8.130982311531998
1.7326499475909498,7.849921272284945
2.1085324262426677,7.372128298253462
2.2748573843283793,7.043711300522622
2.376797700042826,6.646667041267185
2.459629273135764,6.777977150609091
2.5170466154195466,6.640014320467505
2.4775839257769596,6.423834044718457
2.517530448665901,6.2438141559521725
2.379253975413652,6.066797652060857
2.3597409891909735,5.789779611666008
2.3795508977222943,5.5926028731865225
2.0836668214762866,5.61628848109093
2.0990028171733623,5.449266687715024
2.082472796079553,5.409247409013438
2.1387858488169926,5.005302386326269
2.0007642339741403,4.948746873065078
2.158382372361358,4.509736466320095
2.0749941283117717,4.539125694467601
1.9992876314647987,4.4400880061062695
1.7468720539713367,4.566500084841102
1.6889181279530736,4.402764595177879
