x,y
2.8610845442091812,2.1863621919611145
2.713953926763335,0.9146042975523605
2.641606328690204,-0.5939221673796481
2.5761492963497257,-1.3530399062269602
2.571301809935722,-1.5073529744603726
2.5784251968338614,-1.4428863840444568
2.5830374753140077,-1.2622107838788221
2.5896029686959268,-1.1371631799938575
2.569666455503186,-0.9241886547443372
2.5521523829597363,-1.0389327152799817
2.5406019971793596,-1.1245920788646393
2.559833062150177,-1.6996319831200042
2.5742664920986282,-2.109211420276889
2.6042977519567416,-2.6086131172327587
2.6116657420790097,-3.2897145725335366
2.657944892592454,-3.6220520384407378
2.6764884253702013,-3.758697047852654
2.6752202210263745,-3.8302460798821505
2.6597276563079104,-3.913332140116276
2.6640326572769197,-3.9551996160317646
2.650286736594296,-3.8243791421511806
