error
2.42742648
2.52097098
2.64397341
2.78243538
2.50349082
2.03537182
2.22121498
2.06527444
2.14954446
2.02268485
1.97238514
1.78792485
1.73309885
1.59284285
1.60947547
1.79654879
2.23958644
2.37038236
2.84638153
3.00919188
3.69206731
3.88270761
3.96010363
3.93212591
3.74708312
3.60218177
3.42010565
3.30569007
3.06736200
2.81738701
2.56685867
2.31976612
2.02764876
1.86674624
1.70590892
1.55223569
1.48797604
1.54961975
1.54093771
1.55029671
1.58790946
1.60277470
1.48296558
1.53971231
1.82050075
