RuijieAP1,RuijieAP2,RuijieAP3
1.3704686928218144,1.7719326269606825,1.5189992969741568
1.5841369435814738,2.6489692876105284,2.6813339883680953
2.227502588921942,3.405204889148554,3.1609590941030947
2.0399159421725557,3.888903733553433,3.72620073090445
2.99581253837124,3.6777994914178938,6.089982698201494
3.0769189455765664,2.7616495545207957,6.713070574254441
3.053997399571283,5.426473997502775,5.425768814241483
3.354812505464358,3.5427060108645003,5.583573188234576
3.7438030318963196,4.7820342272966165,4.819794031711034
4.658518720665644,4.050254148832255,5.6214929455139595
5.631559666613267,5.027737275897458,5.712078466960304
6.054043923115392,3.8930474563659097,5.613941846603331
7.727111016203615,5.458467722625189,5.110842935044969
6.395234919260488,3.6852625726485995,4.681049747268248
6.733087402269099,5.868315698094915,5.36703121031642
6.304593660459653,6.8528122065155,4.093395364882491
7.009521871803281,10.453972789732106,4.533159057843979
6.967064214027917,6.6904709526092665,3.5730640061326726
7.291368905286071,11.05992817938114,3.9313971072616836
7.324249875152371,8.006936506400638,4.417198013820978
6.991407558955781,14.325840346199124,5.617074151990042
7.49044228997308,9.79837337708096,6.925453619457313
8.431442421670958,9.186927826289589,7.29224861204097
5.689638059109543,6.382991190486748,6.214010531213087
7.9964008935012885,6.045292079562763,7.595879731340335
6.377897187020474,4.879615732913907,5.712340058968405
5.79562154147076,5.088213616803972,8.260885381686192
4.699593855972354,4.368677126556889,6.028435422235948
7.617161408243156,4.256077792467061,7.049597175880326
9.407679577376953,3.895642677314156,5.2970112825667
9.062323206143974,4.903746350570716,8.316717919977469
7.08401175792803,3.0893731228306116,6.950103034233173
5.616419049142305,3.1716670526314497,10.754685274812573
4.72098809314553,3.5920614519806717,8.4259893568853
6.920762520947962,5.0011376297017325,9.23523229846657
5.813185763201668,4.168335735215843,8.771603918085638
5.737383641741609,7.072491438701435,11.182594651498874
4.90566754075042,8.006897074856665,9.129749673038848
4.222765382188462,6.057379031822502,8.707177329603642
3.835471641071069,6.509590032991002,9.175187658550179
4.181822496313114,7.066374112101581,8.734962423173112
3.051875854271309,6.932939529712304,10.266687371111296
2.7522153388083495,6.607358528639163,15.006504322083703
2.1138197786417168,7.944757871305061,11.02638351167828
2.400105286417314,12.349281327926914,9.560968085112899
