x,y
-55.80357026086255,54.29863146811115
-18.38895673948839,15.044269221685738
-31.164036413091694,30.512096787876217
-17.474380808135013,17.1809508414447
-10.082739237813342,9.07286927111242
-6.163731466881697,4.995942336851496
-11.75423155776347,11.568444671585084
-8.673985368378618,8.539303636468235
-13.328780821696947,13.484459749398694
-10.403352361724089,9.682131573068375
-14.267365861572342,13.702721346254197
-11.737160397955408,11.211225151855631
-14.570309361768246,14.551063478348272
-12.112960723715341,12.024279221318135
-14.563594288917644,14.891371275331732
-12.823839214173379,12.906064968501576
-15.455245584342292,15.954936714391716
-14.302458314904317,13.979824570640947
-14.89299022083303,13.452493439140936
-14.219914631201366,12.843012919002803
-14.497974172491759,13.110352284476566
-14.243708850423378,13.14057217447346
-15.204800494445175,14.16340269610455
-14.49971115000191,13.565125869673375
-15.334368216827448,14.619944079464611
-14.460682783815137,13.72363526772263
-15.228363202822846,14.49251496672668
-14.577801484311506,13.970121701164269
-15.337969536895262,14.67520268575605
-14.835744783075347,14.301048958156409
-15.342660602459434,14.81813168559819
-14.639599894714536,14.214306726356991
-15.094171411732775,14.750135182296184
-14.483276771452466,14.275813800276367
-14.93589283831568,14.727632833880062
-14.630758381821042,14.577364075221185
-15.05382592863457,14.995570364810092
-14.70708301404115,14.69476655937626
-14.756910191344065,14.867413304901751
-14.323975527949003,14.49850190710164
-14.449806143975735,14.583453313361902
-14.153925432064176,14.324475470159333
-14.430931451882014,14.52199963421509
-13.953412748642423,14.057545120605651
