x,y
11.796904494225965,5.484874377213976
10.408022999667054,5.482828731348476
10.548383439261155,5.543928428196252
10.012914738386812,5.3841119122977155
10.613841752417867,5.459339046010493
10.411923102774072,5.424008244528191
9.506263801432766,5.320894510287699
8.574500584555373,5.298965484737279
7.476880758356755,5.3330850533568315
5.2061358442146135,5.347130600821554
-0.08802530926621083,5.3968543459669815
-5.287054782741443,5.432725801324669
-11.898918587634753,5.456755999822805
-16.457144748662916,5.42359360800984
-23.293920760936032,5.400969147393898
-32.06286897693667,5.3714703389829355
-45.15609981452167,5.443129745656043
-60.032385329998846,5.592060636183227
-91.91948488818767,5.842793458221602
-122.20350524305312,6.060956072858317
-159.890405654736,6.2582816011587115
-190.96426528265658,6.348358652772497
-206.10153367696088,6.438450736582138
-213.06682235427652,6.592841982393812
-222.63298522397585,6.810523812433712
-230.4919618694004,6.925875498209567
-235.81742068321742,7.021135655463388
-237.6419502326035,7.105584742954399
-251.01295828917588,7.154080246018654
-244.9517850246683,7.178535701390551
-237.95734222982801,7.155901210945993
-228.11671897290523,7.115059036804462
-220.01841185029693,7.07678863194649
-213.10787572921782,6.997611790862788
-205.43281847945067,6.950286420930702
-197.0601728222959,6.882605634141371
-189.8705547175161,6.79456245436288
-182.3969866372252,6.711115036354017
-177.17561606000257,6.655924057735949
-171.31786735053905,6.609600867099258
-166.2705270806078,6.566455044585498
-160.310147598145,6.554133915173382
-154.1906922248944,6.562653494335748
-147.76124420314616,6.578575852431497
-141.57224694496844,6.621106010448795
-135.73231627593609,6.6229062332281075
-129.98493608948493,6.64739612367807
-124.2771166979652,6.66808111773237
-119.50576430334665,6.701619182103308
-114.02273046387064,6.812310155063482
-109.56239586433385,6.854344975822214
-104.76741695625854,6.913357797573454
