RuijieAP1,RuijieAP2,RuijieAP3
1.5887596486022397,1.714715357222606,1.9926845460532663
2.5930904385914286,2.297662597978123,3.0694991512926353
3.4627089566442693,2.2965117445031287,5.137944823460537
4.330851767320304,3.160273918740098,4.739251231088254
5.1666831140979115,2.819788839568949,4.185118353127626
3.896780328980009,3.8214868916508298,3.594124359399078
5.4598583403688075,4.523474925264174,4.192096896487046
6.577087270903729,3.3605990482532677,4.007069795801323
6.362301912181839,3.0115244837991746,3.251109601174314
5.185038911779147,2.5880807778813697,2.842838973386262
6.171693293948727,2.688258223554113,3.237519783858941
5.745708284024274,3.51374078889444,3.6483024629611345
7.0074516204634,3.2710700666415273,2.5565344772148144
7.959563450415216,3.124240469975015,2.525848468450613
5.986471912778259,2.9525582721375776,3.5932378833040874
5.634440045354054,3.088052704062286,2.720828306962163
5.939725360757828,3.0109084545719016,4.3529947830744495
7.158405102376836,3.678034686281065,3.6845276146405768
8.069180682879724,3.4607634817862127,2.971544873103746
8.713818266392332,3.7083980520662196,3.330848660021281
8.101287801421083,4.204228614813088,5.138212952126158
7.272813780584874,3.8742208537600664,6.786169962862102
6.786343093637732,3.6762180847724677,5.078993605781894
6.10665192210285,3.5545152393794863,5.234592465847619
7.286866333695065,4.2035922813857605,5.336948903803913
6.590297330200244,4.089163609759314,4.850169331757491
5.467979436445185,2.983560516359837,4.24436304648998
5.00108678854165,2.7155959059477115,3.4969856779653608
4.179397387295854,2.848537361973086,4.270819838135496
6.072816542419402,2.011390181445483,3.510958863644466
6.044765847444726,2.166308319588556,5.126782034317438
5.669588603666832,1.687299160053142,4.398157584426689
5.609988597648884,1.9353191860282333,5.714677614508928
4.93107334612353,1.6125515663413414,5.253639230844613
4.539319171397665,2.03874325235769,6.178500012519146
4.4380112867129,2.0148671420638338,6.856087542877855
4.114909057210347,2.842255591820061,6.820087448927058
3.0700300511446375,2.7045105333481434,6.100835995966125
3.0557264859501014,2.619650993800927,10.862467059448553
2.3859565954810207,2.5666009864207795,9.847645314052254
2.4452252015924754,3.60044658579531,9.246911258389943
2.894019632638791,4.354568095263501,7.68911691456385
3.127498139495757,3.7539135777092403,6.830616712519397
2.7365800381821668,3.1468683885656263,5.682382050094848
2.156007261900041,4.826590506115383,11.562674494577113
2.6694284491581035,4.120152908625773,9.887769279735451
2.255607342251167,5.895121653485094,8.943047224105115
2.0873043054819984,4.81278322835798,8.38488942554939
