error
6.815571421685309
4.54203447876269
8.34783289561252
4.84451615643454
3.4660782874720293
1.7422838794543447
1.2966202654303893
1.4920360255682354
1.3219720816131382
1.0578662039106543
1.3034713912343687
1.0298409287007666
1.3947539134147666
1.729543895255351
1.5260291692960877
1.4295357153653567
1.626693167543326
1.8542390054067752
2.027339826966557
1.9828065694667936
1.9640773238281333
1.9114647345408935
1.831557754605752
1.924898193764774
1.848960283118793
1.76626349598751
1.6880356085585373
1.5566547938461728
1.8134881974640245
1.828099694880883
1.812925288454014
1.8191632173065744
1.7735789224995757
1.7227603971671732
1.718377379420844
1.5095790964412332
1.903079786882157
1.893176292554737
1.8211933809240741
1.7204260280378965
1.688491974895441
1.6205164068577103
2.36242911055802
2.3782584705762546
2.241649582867111
