x,y
340.66577436467765,-632.0221256378295
107.81294366117397,-139.9842067560173
65.92057368550263,-86.1554048259019
45.66401521103328,-56.90570730234257
39.08315841070495,-50.60505740126796
29.824441283976082,-35.72089157111681
25.493402894675526,-29.75195370863327
21.358750608774802,-22.88139727761619
17.920968352724664,-16.728964387612766
15.682049138074605,-13.664686086744943
13.750923041405443,-11.278504407068272
13.64150460237396,-11.154088143565998
17.026522468396237,-16.799199657968853
15.59422917415746,-13.65139454275108
14.603449182061695,-12.16487674277633
13.757710295784301,-9.894401027330957
19.87433555722506,-21.798331719527408
27.33625646297916,-36.03491451426834
27.15888701953436,-35.91874833468104
27.929393569383407,-35.88633781371728
28.99709755196279,-33.97009575939983
38.690128191078315,-52.76789208243143
38.04518089956385,-49.656427287313754
38.316819547828416,-50.243582265640946
46.11115561107245,-64.85078836439875
44.04607210939702,-59.40429571643562
44.8926063240994,-61.82277468901368
42.25926683144558,-57.577548815443286
40.82852815166913,-54.87441787820577
38.44403768922265,-50.50079672314944
35.852374132997966,-47.046359053207205
33.90027703171096,-43.843675749780196
32.078667603376616,-41.37466219466945
30.30670969646394,-38.82473048380584
29.906814528222466,-39.33620969919209
29.150728863374848,-38.62945526929326
28.105553313988207,-37.72418689969264
27.082421780060663,-36.43377420509095
26.187091460912892,-35.05467904634782
24.96964103597878,-33.85620877960237
31.643078936151763,-46.89939968474758
30.604150069139187,-45.685340079118696
37.45864728713936,-59.02630339667935
36.37224608859128,-57.75063491950559
35.7112504076002,-58.64978405708287
34.99452494824846,-57.577934012346034
44.61039724943277,-75.37322777208317
