RuijieAP1,RuijieAP2,RuijieAP3
1.7750932960085057,20.296469230136292,3.338567869687174
1.6522225141816356,20.296469230136292,3.545995824686593
1.6522225141816356,8.996293263537803,2.786289112986349
3.3852832748324917,5.989425386049087,4.24885833676282
1.3323262723554263,7.047848129319577,2.786289112986349
2.201299463421329,3.6759620972244376,5.743310599600224
1.43140734002498,7.047848129319577,2.3253704355196154
1.6522225141816356,4.325560620676307,2.1893446594321397
3.637036533920673,6.497119400377774,3.143273701257863
2.9328491084381394,3.388717267838747,2.1893446594321397
2.7298392363686848,4.325560620676307,2.786289112986349
1.43140734002498,4.325560620676307,2.0612759002042447
2.9328491084381394,7.645259413127805,3.7663114483495432
5.206080790593064,10.586075384780754,2.786289112986349
2.7298392363686848,7.645259413127805,3.7663114483495432
3.3852832748324917,5.521403293429302,3.338567869687174
3.637036533920673,8.996293263537803,3.7663114483495432
2.201299463421329,3.9875552523887006,5.091037344206257
2.7298392363686848,7.047848129319577,3.545995824686593
2.048926973077389,8.996293263537803,2.786289112986349
3.3852832748324917,6.497119400377774,6.100147189150577
2.201299463421329,6.497119400377774,2.1893446594321397
3.150956209534341,18.710474683145602,2.1893446594321397
2.048926973077389,5.521403293429302,2.0612759002042447
6.009193646244876,17.248411972503536,3.338567869687174
