RuijieAP1,RuijieAP2,RuijieAP3
3.9701086769011185,6.700187503509588,5.878016072274912
2.8125600028342532,4.061585988376979,3.70306958400514
2.45031295898047,5.484416576121018,4.319679297334172
2.45031295898047,8.185467307069027,3.9995090972036644
2.45031295898047,2.015337685941733,17.276596646690354
5.604062807734667,2.4620924014946257,4.6654798822344725
3.9701086769011185,1.221677348996792,4.319679297334172
4.882280807127709,2.7213387683753076,5.0389626250651505
7.910493769543016,2.2275429519995575,6.348565216305217
6.432550931356837,3.0078825180430995,3.9995090972036644
8.475078169222018,1.6496480740980204,4.6654798822344725
5.604062807734667,6.061898993497573,3.9995090972036644
5.604062807734667,2.7213387683753076,3.1744774091091927
9.728008739571617,10.0,2.9391883986468863
6.004033596947625,4.961947603002903,2.7213387683753076
5.230736878121589,3.674661940736689,2.7213387683753076
5.230736878121589,5.484416576121018,2.9391883986468863
7.383520296630267,18.233480008684413,3.70306958400514
15.76176290640555,13.50314037869873,3.9995090972036644
19.383185395445516,49.61947603002903,9.330387172620362
5.230736878121589,2.015337685941733,5.878016072274912
11.166168871557305,10.0,8.638828442740447
3.4587737611885885,3.3245979322709407,13.712724343984002
4.882280807127709,5.484416576121018,7.99852733679671
3.9701086769011185,6.061898993497573,5.442343548300267
8.475078169222018,4.961947603002903,5.878016072274912
8.475078169222018,3.674661940736689,5.0389626250651505
5.604062807734667,20.15337685941733,10.077306820944612
3.4587737611885885,13.50314037869873,10.077306820944612
6.891652222854918,11.052951411260215,12.696351276599735
4.882280807127709,8.185467307069027,7.99852733679671
6.891652222854918,16.496480740980207,20.15337685941732
4.557037839037238,3.3245979322709407,7.99852733679671
4.882280807127709,18.233480008684413,14.810460488806747
4.2534615862528335,4.961947603002903,17.276596646690354
9.728008739571617,4.061585988376979,6.856782936641738
2.625195654204638,10.0,6.856782936641738
5.604062807734667,7.405684692262437,4.6654798822344725
1.3175298974950123,7.405684692262437,10.88401916069006
2.134721958250591,14.924955450518299,17.276596646690354
0.9333829861617865,10.0,5.0389626250651505
