x,y
2.8650894689652002,2.4799926566336583
2.8481387473789708,2.4508080726075256
2.85921271150341,2.389102862418607
2.875451316509984,2.371574337688474
2.8901300769871727,2.35898265331522
2.919385978622306,2.389909185017366
3.018086331488589,2.389483626630836
3.0801396613990977,2.4044232303722852
3.1592955799318143,2.3943524571428263
3.207167154466312,2.3980471621299944
3.2679076863418857,2.3940240844978256
3.31028406290955,2.392651604793467
3.3274178500853546,2.38536365624353
3.319663964085152,2.412382555317112
3.317084869367628,2.441808539507211
3.29536536019332,2.4801032397232423
3.281774377229904,2.520520377829229
3.24618692933985,2.5687103152009807
3.22461363424129,2.6129654524140005
3.2190667013108047,2.6389526691485914
3.200950961464216,2.6772070866960287
3.169592294441686,2.6997486261351944
3.1614338641867596,2.7078418985694976
3.1586617346560426,2.711533589039061
3.1441654528008507,2.7126471872477342
3.135341785095774,2.7005101443457153
3.124200961316696,2.6824369563523054
3.121391481523306,2.656133148392062
3.127387007000017,2.636119808828054
3.1351477190610466,2.6089513084756053
3.1398784898910317,2.574819971683835
3.144819217115801,2.5465316156355358
3.143275262266248,2.520426784070941
3.137916576159534,2.5009422678196707
3.1294117748597707,2.48739504624475
3.1195521768873924,2.475943611195481
3.1112643962457223,2.4738853370569354
3.092977426316656,2.470132135407613
3.0692825208404826,2.4704562463746984
3.0443609882293123,2.4787346750965846
3.0126815386561447,2.484101831596326
2.9867788928756362,2.481811255348124
2.9627991884887113,2.4684603827081304
2.943357729041021,2.4538598884737532
2.9148357906966122,2.4561182900179257
2.8937979765485577,2.4613157930895957
2.8846499611058523,2.4645235712059135
