RuijieAP1,RuijieAP2,RuijieAP3
1.482813046929973,1.8317117986511546,1.3739492179957664
1.8279993960174334,2.58409033851398,1.6265507027536246
2.0224927180665286,3.6299383097699987,1.8933466319024121
2.1641451635702302,5.189928747946769,2.06203148619598
2.2619715866573076,4.14194922508271,2.982620275087965
3.1280879032567688,3.823587681149531,2.857555210292085
3.4066477814768152,2.8834324609056505,2.734133547298429
3.8752216778623763,3.1314971466205774,2.7473226526898524
5.003833992756168,3.0910765939521334,2.8964952632216536
5.474933169933103,3.384354318279106,2.7124713418097697
6.402674630654948,2.942806463495198,2.688347264880369
6.104266312264401,4.1313221556855035,2.585704151852542
5.920130321925442,3.944526119735671,2.3994071115834337
7.073015952758296,5.880211891397829,2.249339008194656
6.669764589241241,6.030567242074729,2.1224927933960207
6.1136036776925495,5.551420252166038,2.0448842103982905
5.781372084280143,6.006922836109363,2.029996681348302
6.3108743671967655,9.3884530933252,2.123655321820766
8.759965189301923,11.325671086389791,2.222610359771034
11.643232559791688,19.61736058831699,2.746938727442722
8.741284083592594,9.709025377353326,2.8485880576532074
9.542636661489247,10.481674457152316,3.1680993195676432
6.6338815735224665,7.65840802634488,3.74694997143128
5.943845670780836,7.384575735894054,3.7152555940912344
5.143721726337573,7.456036225865049,3.4007849737541336
6.151364188692442,7.0231422707671864,3.266920406875245
6.899711949505175,6.121675545662762,3.079848577611434
6.40427957483779,9.821964460881048,3.4432652347555526
5.135930531911178,11.658558854455832,3.698768882587205
5.70650420508773,12.183154418918479,4.070352920280353
5.39633779445994,11.351040406870643,3.917978192895604
5.890535265534621,13.665667317286198,4.665832357359422
5.373027057242452,9.07961309155299,4.276765682065477
5.1917867756513685,12.238620173120445,4.61866041202578
4.833936463275156,9.652729277497437,5.016114043448732
6.21029180075946,7.759562135227428,4.333850496269694
4.561854930328768,9.07746268331746,3.94573094339325
4.910841447339584,9.092717859869369,3.419296233036123
3.0651319379048614,9.102521256586918,3.743852335924977
2.692551971154597,11.4755668676692,4.383713991307384
1.842163941304186,11.668639228989068,3.7194799368933125
