RuijieAP1,RuijieAP2,RuijieAP3
2.625195654204638,6.700187503509588,8.638828442740447
2.625195654204638,5.484416576121018,5.0389626250651505
3.9701086769011185,3.0078825180430995,2.332883097864157
2.134721958250591,3.3245979322709407,5.442343548300267
6.432550931356837,2.2275429519995575,6.348565216305217
3.4587737611885885,3.3245979322709407,6.856782936641738
5.604062807734667,1.221677348996792,2.332883097864157
3.2283605816762386,3.3245979322709407,2.9391883986468863
2.287080426684114,1.221677348996792,2.7213387683753076
5.230736878121589,3.3245979322709407,3.70306958400514
4.2534615862528335,4.489251258218605,3.1744774091091927
3.9701086769011185,2.2275429519995575,3.9995090972036644
6.004033596947625,1.6496480740980204,3.1744774091091927
3.2283605816762386,4.061585988376979,2.332883097864157
5.604062807734667,3.674661940736689,2.332883097864157
3.7056318922327853,5.484416576121018,2.159972194782718
3.0132968401319697,6.061898993497573,3.1744774091091927
3.9701086769011185,6.700187503509588,4.319679297334172
3.2283605816762386,3.3245979322709407,2.159972194782718
6.004033596947625,3.3245979322709407,4.319679297334172
3.7056318922327853,5.484416576121018,5.0389626250651505
5.604062807734667,10.0,3.428601863556586
11.166168871557305,3.3245979322709407,4.319679297334172
3.9701086769011185,8.185467307069027,10.88401916069006
2.8125600028342532,2.4620924014946257,2.7213387683753076
3.0132968401319697,3.0078825180430995,4.319679297334172
3.9701086769011185,2.4620924014946257,3.9995090972036644
3.0132968401319697,2.7213387683753076,9.330387172620362
2.8125600028342532,7.405684692262437,4.319679297334172
7.910493769543016,3.3245979322709407,14.810460488806747
3.2283605816762386,4.489251258218605,4.6654798822344725
2.8125600028342532,13.50314037869873,5.0389626250651505
3.4587737611885885,3.674661940736689,4.6654798822344725
2.287080426684114,4.061585988376979,11.755310738783693
2.45031295898047,7.405684692262437,11.755310738783693
4.882280807127709,4.489251258218605,10.88401916069006
2.625195654204638,5.484416576121018,5.878016072274912
2.134721958250591,9.047357242349298,10.88401916069006
1.3175298974950123,10.0,7.405684692262437
3.2283605816762386,6.061898993497573,5.442343548300267
1.411564081441956,10.0,4.319679297334172
1.9925131560170735,9.047357242349298,5.878016072274912
1.3175298974950123,14.924955450518299,7.405684692262437
2.134721958250591,4.961947603002903,5.442343548300267
1.9925131560170735,22.275429519995576,6.856782936641738
2.134721958250591,6.061898993497573,5.878016072274912
1.9925131560170735,40.615859883769794,7.405684692262437
