RuijieAP1,RuijieAP2,RuijieAP3
1.2666360347269265,1.2672349521044999,1.2036019907371727
1.7590519814982826,2.725113626662192,1.9542342883578876
2.221322229568992,2.8234549092805787,2.2045469988939557
2.4736107971700743,3.749566747169714,2.5933182227249887
2.2347755909765152,3.146331427725583,2.365746191237727
2.426158843943337,3.655169561449685,2.5032949800870226
3.613227145758678,2.9921088759161876,2.31156046049099
3.470399493466199,3.781687958730428,2.2329269530688944
3.1402207602167747,3.8519310656015424,2.1125625880628376
3.5883445098965274,5.603126447554889,2.038744840732762
3.720695373669342,7.126629931518874,1.9927334663908705
4.640108908374645,4.44269718184204,2.0985543119936074
4.4977078938276325,4.2714665166147,1.9314455472616832
4.631871222690361,5.987638562697898,2.2348892941454426
5.083083938589833,6.305713306425533,1.9779552835462055
5.66875265097661,6.737364340918569,2.054175293425835
5.373400634172772,7.761305314546687,1.905132451660741
5.192018437193202,7.956203161898983,1.9079082554673794
5.205856554766652,7.567588864272768,1.9416532343219413
5.08753908197476,7.328257139662099,2.133536238557317
5.95914896409843,7.419494421052345,2.229241314893437
5.026524871064631,6.135373009136682,1.9422395307665858
4.289236494906894,8.069366808730928,1.9316736598390043
4.720434075834292,8.713947259869492,1.9249233909951047
3.732195416699883,7.030576849654017,2.157230820412116
3.815744606478157,6.54373630268467,2.3208766756811716
3.593939649187479,4.643581294910024,2.432376965852304
3.4584381223608562,4.251793248919526,3.0088549654546193
2.9822047777919085,6.170204904829878,3.0200353522790238
3.068156378888356,6.428433208539112,2.8327752593671343
2.440809394793201,6.821219347354341,3.263353803482539
2.5679764891291037,9.535951257147754,3.5147314003507173
2.344848006871904,10.708975524715042,3.3367509501566057
2.565303169746403,7.764576645507281,3.336241878292691
2.4018765508193276,6.974323712324703,3.624574365553905
2.737086114101483,6.510087733467297,3.0299941251500346
2.1590263001443466,6.876696512857467,3.581354266412706
2.493757190435494,8.682217540784276,3.491194920927186
1.8885596461294811,8.003786245799104,3.3223942003108475
2.526134996031018,8.668433209901773,3.272256807066604
