error
2.28697242
2.35508472
2.49002154
2.70952100
2.98110191
2.93855190
2.71759226
2.48242927
2.24865150
2.05518406
1.90773700
1.76679518
1.85937064
1.94060554
2.01077494
2.12465317
2.02923272
1.97050480
1.86324308
1.83588183
1.76620398
1.59832547
1.46699491
1.35307851
1.30597388
1.25542465
1.21590197
1.20489361
1.16853998
1.16197430
1.17620010
1.20303448
1.25670988
1.31847057
1.29435411
1.30289205
1.38592039
1.56753139
2.03831133
2.29837630
2.63169260
